color,director_name,actor_2_name,actor_1_name,movie_title,actor_3_name,title_year
 Black and White,Frank Borzage,Helen Hayes,Gary Cooper,A Farewell to Arms ,Adolphe Menjou,1932
Color,Bille Woodruff,Brandy Norwood,Donald Faison,The Perfect Match ,Lauren London,2016
Color,Mamoru Hosoda,Colleen O'Shaughnessey,Lara Jill Miller,Digimon: The Movie ,Mona Marshall,2000
Color,Brian Dannelly,Patrick Fugit,Macaulay Culkin,Saved! ,Eva Amurri Martino,2004
Color,Denys Arcand,Stéphane Rousseau,Marie-Josée Croze,The Barbarian Invasions ,Marina Hands,2003
Color,Richard Lester,Denholm Elliott,Robert Shaw,Robin and Marian ,Nicol Williamson,1976
Color,J.S. Cardone,Kerr Smith,Brendan Fehr,The Forsaken ,Izabella Miko,2001
 Black and White,Guy Hamilton,Carl Weathers,Harrison Ford,Force 10 from Navarone,Franco Nero,1978
Color,Jay Levey,Gedde Watanabe,Fran Drescher,UHF ,Michael Richards,1989
Color,Nicholaus Goossen,Joel David Moore,Linda Cardellini,Grandma's Boy ,Shirley Jones,2006
Color,Tamara Jenkins,Kevin Corrigan,Natasha Lyonne,Slums of Beverly Hills ,Jessica Walter,1998
Color,Sergio Leone,Woody Strode,Claudia Cardinale,Once Upon a Time in the West ,Jack Elam,1968
Color,Jon Favreau,Faizon Love,Jon Favreau,Made ,Jonathan Silverman,2001
Color,Duncan Jones,Matt Berry,Kevin Spacey,Moon ,Benedict Wong,2009
Color,Scott Marshall,Jami Gertz,Miranda Cosgrove,Keeping Up with the Steins ,Carter Jenkins,2006
Color,Ronan Chapalain,Guillaume Denaiffe,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World,Chloe Hollings,2010
Color,Atom Egoyan,Sarah Polley,Bruce Greenwood,The Sweet Hereafter ,Simon Baker,1997
Color,Xavier Beauvois,Michael Lonsdale,Lambert Wilson,Of Gods and Men ,Olivier Rabourdin,2010
Color,Randall Miller,Freddy Rodríguez,Alan Rickman,Bottle Shock ,Greg Collins,2008
Color,Jerry Belson,Tim Thomerson,Cassandra Peterson,Jekyll and Hyde... Together Again ,Bess Armstrong,1982
Color,Peter Jackson,Jed Brophy,Kate Winslet,Heavenly Creatures ,Liz Mullane,1994
Color,Michael Polish,Bobby Batson,Hayden Christensen,90 Minutes in Heaven,Cynthia Barrett,2015
Color,Dan Rush,Scott Takeda,Will Ferrell,Everything Must Go ,Stephen Root,2010
Color,Jake Kasdan,Ryan O'Neal,Kim Dickens,Zero Effect ,Angela Featherstone,1998
Color,Brad Anderson,Jennifer Jason Leigh,Christian Bale,The Machinist ,Reg E. Cathey,2004
Color,Paul Schrader,Jane Adams,Dana Delany,Light Sleeper ,David Clennon,1992
Color,Michael Cuesta,Paz Vega,Jeremy Renner,Kill the Messenger ,Robert Pralgo,2014
Color,John Cameron Mitchell,Jon Tenney,Dianne Wiest,Rabbit Hole ,Tammy Blanchard,2010
Color,Fenton Bailey,Mia Kirshner,Macaulay Culkin,Party Monster ,Marilyn Manson,2003
Color,Jeremy Saulnier,Mark Webber,Alia Shawkat,Green Room ,Joe Cole,2015
Color,Billy Kent,Tim Russ,Liza Minnelli,The Oh in Ohio ,Winter Ave Zoli,2006
Color,James Manera,Greg Germann,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt? ,Kristoffer Polaha,2014
Color,Wes Anderson,Darryl Cox,Andrew Wilson,Bottle Rocket ,Lumi Cavazos,1996
Color,Kevin Spacey,Joe Mantegna,Viggo Mortensen,Albino Alligator ,Faye Dunaway,1996
Color,Feroz Abbas Khan,Bhoomika Chawla,Akshaye Khanna,"Gandhi, My Father ",Darshan Jariwala,2007
Color,Errol Morris,Megan Ambuhl Graner,Jeffrey Frost,Standard Operating Procedure ,Ken Davis,2008
Color,Dennis Hopper,Don Gordon,Raymond Burr,Out of the Blue ,Jim Byrnes,1980
Color,Eli Craig,Tyler Labine,Katrina Bowden,Tucker and Dale vs Evil ,Chelan Simmons,2010
Color,Nicholas Fackler,Ellen Burstyn,Adam Scott,"Lovely, Still ",Martin Landau,2008
Color,Richard Wallace,Paul Fix,Judith Anderson,Tycoon ,Laraine Day,1947
Color,Morgan J. Freeman,John Heard,Ethan Suplee,Desert Blue ,Sara Gilbert,1998
Color,Matthew Hastings,Marc Trottier,Meghan Ory,Decoys ,Corey Sevier,2004
Color,M. Night Shyamalan,Patch Darragh,Ocean James,The Visit ,Olivia DeJonge,2015
Color,Brian De Palma,Daniel Stewart Sherman,Mike Figueroa,Redacted ,Kel O'Neill,2007
Color,Klaus Menzel,Jacqueline Bisset,Adam Garcia,Fascination ,Alice Evans,2004
Color,,Dylan Minnette,Holly Hunter,Saving Grace             ,Bokeem Woodbine,
Color,Oren Peli,Sandra Staggs,Glenn Campbell,Area 51,Jelena Nik,2015
Color,Jaume Balagueró,Tony Corvillo,Luis Tosar,Sleep Tight ,Marta Etura,2011
Color,Paul Andrew Williams,Doug Bradley,Dave Legeno,The Cottage ,Georgia Groome,2008
Color,Stephen Herek,Callum Blue,Henry Ian Cusick,Dead Like Me: Life After Death ,Shenae Grimes-Beech,2009
Color,Bob Saget,John Stamos,Alyson Hannigan,Farce of the Penguins ,Jim Belushi,2006
Color,Jim Amatulli,Patricia Neal,Heather Locklear,Flying By ,Katie Leclerc,2009
Color,,Dulé Hill,Corbin Bernsen,Psych             ,Timothy Omundson,
Color,William H. Macy,Felicity Huffman,Billy Crudup,Rudderless ,David Adam Flannery,2014
Color,Barrett Esposito,Cyndi Lauper,Chazz Palminteri,Henry & Me ,Danny Aiello,2014
Color,Mitch Davis,Jon Heder,Gary Cole,Christmas Eve ,Cheryl Hines,2015
Color,Eric Bross,Esai Morales,Teri Polo,We Have Your Husband ,Nicholas Gonzalez,2011
Color,Paul Schrader,Irène Jacob,Nicolas Cage,Dying of the Light ,Tomiwa Edun,2014
Color,Vicky Jewson,Sofia Black-D'Elia,James Frain,Born of War ,Lisa Kay,2014
Color,Peter Hyams,Sam Waterston,David Huddleston,Capricorn One ,Hal Holbrook,1977
Color,Marc Bennett,Natasha Henstridge,Michael Rapaport,Should've Been Romeo ,Costas Mandylor,2012
Color,Mike Mayhall,Cody Howard,David Raizor,Running Forever ,Martin Kove,2015
Color,Kevin Smith,Haley Joel Osment,Johnny Depp,Yoga Hosers ,Natasha Lyonne,2016
Color,Stanton Barrett,Michael Dudikoff,Mikal Vega,Navy Seals vs. Zombies ,Ed Quinn,2015
Color,Jirí Menzel,Ivan Barnev,Julia Jentsch,I Served the King of England ,Milan Lasica,2006
Color,Fatih Akin,Moritz Bleibtreu,Udo Kier,Soul Kitchen ,Birol Ünel,2009
Color,Billy Bob Thornton,Dwight Yoakam,Robert Duvall,Sling Blade ,J.T. Walsh,1996
Color,Nick Murphy,Imelda Staunton,Isaac Hempstead Wright,The Awakening ,Joseph Mawle,2011
Color,Eli Roth,Takashi Miike,Jay Hernandez,Hostel ,Rick Hoffman,2005
Color,Michael Winterbottom,Shirley Henderson,Steve Coogan,Tristram Shandy: A Cock and Bull Story ,Dylan Moran,2005
Color,Jeff Nichols,Shea Whigham,Katy Mixon,Take Shelter ,Robert Longstreet,2011
Color,Frank LaLoggia,Lukas Haas,Alex Rocco,Lady in White ,Katherine Helmond,1988
Color,Jeremy Brock,Julie Walters,Rupert Grint,Driving Lessons ,Tamsin Egerton,2006
Color,Scott Foley,Greg Grunberg,Donald Faison,Let's Kill Ward's Wife ,Dagmara Dominczyk,2014
Color,Tobe Hooper,Lou Perryman,Bill Johnson,The Texas Chainsaw Massacre 2,Jim Siedow,1986
Color,Sam Peckinpah,Bob Dylan,James Coburn,Pat Garrett & Billy the Kid ,Jason Robards,1973
Color,Nicolas Winding Refn,Kristin Scott Thomas,Ryan Gosling,Only God Forgives ,Yayaying Rhatha Phongam,2013
Color,Christophe Ali,Isild Le Besco,Denis Lavant,Camping sauvage ,Emmanuelle Bercot,2005
Color,Gabriela Tagliavini,Kate del Castillo,Maria Conchita Alonso,Without Men ,Camryn Manheim,2011
Color,Shekar,Diganth,Bhama,Barfi ,Dileep Raj,2013
Color,Shona Auerbach,Sharon Small,Gerard Butler,Dear Frankie ,Jack McElhone,2004
Color,Leonard Farlinger,Gary Farmer,Keith Carradine,All Hat ,Stephen McHattie,2007
Color,Michel Leclerc,Jacques Gamblin,Sara Forestier,The Names of Love ,Zinedine Soualem,2010
Color,Analeine Cal y Mayor,Douglas Smith,Zoë Kravitz,Treading Water ,Kim Ly,2013
Color,Tom Kalin,Elena Anaya,Eddie Redmayne,Savage Grace ,Stephen Dillane,2007
Color,Robert Sarkies,Matthew Sunderland,William Kircher,Out of the Blue ,Paul Glover,2006
Color,Hugh Wilson,Bubba Smith,Steve Guttenberg,Police Academy ,Michael Winslow,1984
Color,Randal Kleiser,Christopher Atkins,Brooke Shields,The Blue Lagoon ,Leo McKern,1980
Color,Mike Newell,James Fleet,Kristin Scott Thomas,Four Weddings and a Funeral ,Simon Callow,1994
Color,Amy Heckerling,Judge Reinhold,Jennifer Jason Leigh,Fast Times at Ridgemont High ,Vincent Schiavelli,1982
Color,John Huston,Richard Basehart,Royal Dano,Moby Dick ,James Robertson Justice,1956
Color,Spike Lee,Rosario Dawson,Philip Seymour Hoffman,25th Hour,Aaron Stanford,2002
Color,,Indiana Evans,Dan Fogler,Secrets and Lies             ,KaDee Strickland,
Color,Lana Wachowski,Kevin Michael Richardson,Christopher Meloni,Bound ,Peter Spellos,1996
Color,Darren Aronofsky,Mark Margolis,Ellen Burstyn,Requiem for a Dream ,Louise Lasser,2000
Color,Walter Lang,Jeanne Crain,Dana Andrews,State Fair ,Frank McHugh,1945
Color,Carlos Saura,Juan Luis Galiardo,Mía Maestro,Tango ,Miguel Ángel Solá,1998
Color,Oliver Stone,John Savage,Jim Belushi,Salvador ,Juan Fernández,1986
Color,Andrew Erwin,Sarah Drew,Alex Kendrick,Moms' Night Out ,Patricia Heaton,2014
Color,Richard Kelly,Mary McDonnell,Jake Gyllenhaal,Donnie Darko ,James Duval,2001
Color,Beto Gómez,Gerardo Taracena,Jaime Camil,Saving Private Perez ,Joaquín Cosio,2011
Color,Mike van Diem,Fedja van Huêt,Jan Decleir,Character ,Hans Kesting,1997
Color,Jonas Åkerlund,Nicholas Gonzalez,Patrick Fugit,Spun ,Debbie Harry,2002
Color,Todd Solondz,Shirley Henderson,Rich Pecci,Life During Wartime ,Charlotte Rampling,2009
Color,Chan-wook Park,Yeong-ae Lee,Min-sik Choi,Lady Vengeance ,Hye-jeong Kang,2005
Color,René Féret,Clovis Fouin,Nicolas Giraud,Mozart's Sister ,Marie Féret,2010
Color,Barry Skolnick,Jason Flemyng,Jason Statham,Mean Machine ,Danny Dyer,2001
Color,Johnnie To,Anthony Chau-Sang Wong,Simon Yam,Exiled ,Josie Ho,2006
Color,Mateo Gil,Dominique McElligott,Sam Shepard,Blackthorn ,Stephen Rea,2011
Color,Lukas Moodysson,Artyom Bogucharskiy,Oksana Akinshina,Lilya 4-Ever,Lyubov Agapova,2002
Color,Agnieszka Wojtowicz-Vosloo,Josh Charles,Liam Neeson,After.Life ,Chandler Canterbury,2009
Color,Kabir Sadanand,Sana Saeed,Jimmy Shergill,Fugly ,Dimple Kapadia,2014
Color,Milos Forman,Michael Berryman,Scatman Crothers,One Flew Over the Cuckoo's Nest ,Louise Fletcher,1975
Color,Peter DeLuise,Dove Cameron,Katherine McNamara,R.L. Stine's Monsterville: The Cabinet of Souls ,Braeden Lemasters,2015
Color,Mel Brooks,Dom DeLuise,Sid Caesar,Silent Movie ,Bernadette Peters,1976
Color,Raja Menon,Sameer Ali Khan,Nimrat Kaur,Airlift ,Purab Kohli,2016
Color,,Jonathan Crombie,Zack Ward,Anne of Green Gables             ,Megan Follows,
Color,Ernie Barbarash,Michael J. Morris,Michael Jai White,Falcon Rising ,Lateef Crowder,2014
Color,Nick Love,Ray Winstone,Hayley Atwell,The Sweeney ,Alan Ford,2012
Color,Jonathan Glazer,James Fox,Ray Winstone,Sexy Beast ,Amanda Redman,2000
Color,Daniel Espinosa,Fares Fares,Fabian Bolin,Easy Money ,Matias Varela,2010
Color,Niki Caro,Rawiri Paratene,Keisha Castle-Hughes,Whale Rider ,Tammy Davis,2002
Color,R. Balki,Abhishek Bachchan,Vidya Balan,Paa ,Paresh Rawal,2009
Color,Ivan Engler,Claude-Oliver Rudolph,Yangzom Brauen,Cargo ,Anna Katharina Schwabroh,2009
Color,Joe Wright,Cara Delevingne,Hugh Jackman,Pan ,Nonso Anozie,2015
Color,Kenny Ortega,Corbin Bleu,Lucas Grabeel,High School Musical ,Olesya Rulin,2006
Color,,Daniella Alonso,Dorian Missick,Animal Kingdom             ,Ellen Barkin,
Color,Richard Kwietniowski,Maury Chaykin,Jason Priestley,Love and Death on Long Island ,Danny Webb,1997
Color,Timur Bekmambetov,Aleksey Chadov,Konstantin Khabenskiy,Night Watch ,Zhanna Friske,2004
Color,Neil Jordan,Miranda Richardson,Jim Broadbent,The Crying Game ,Stephen Rea,1992
Color,Bob Clark,Susan Clark,Art Hindle,Porky's ,Tony Ganios,1981
Color,George A. Romero,Shawn Roberts,Julian Richings,Survival of the Dead ,Kathleen Munroe,2009
 Black and White,George A. Romero,Duane Jones,Judith O'Dea,Night of the Living Dead ,S. William Hinzman,1968
Color,Sofia Coppola,Bill Murray,Scarlett Johansson,Lost in Translation ,Catherine Lambert,2003
Color,Woody Allen,Carol Kane,Woody Allen,Annie Hall ,Shelley Duvall,1977
Color,Cecil B. DeMille,Dorothy Lamour,Gloria Grahame,The Greatest Show on Earth ,Cornel Wilde,1952
Color,Ridley Scott,María Valverde,Christian Bale,Exodus: Gods and Kings ,Ben Mendelsohn,2014
Color,Marc Forster,Peter Boyle,Heath Ledger,Monster's Ball ,Marcus Lyle Brown,2001
Color,Henry Hobson,J.D. Evermore,Joely Richardson,Maggie ,David A Cole,2015
Color,Mike Figgis,Valeria Golino,Nicolas Cage,Leaving Las Vegas ,Julian Sands,1995
Color,Duane Journey,Lara Flynn Boyle,Molly C. Quinn,Hansel & Gretel Get Baked ,Lochlyn Munro,2013
Color,Dan O'Bannon,Clu Gulager,Linnea Quigley,The Return of the Living Dead ,Beverly Randolph,1985
Color,Billy Wilder,Harold Gould,Austin Pendleton,The Front Page ,David Wayne,1974
Color,Rob Cohen,Hill Harper,Ryan Guzman,The Boy Next Door ,Adam Hicks,2015
Color,Carol Reed,Katy Jurado,Gina Lollobrigida,Trapeze ,Sidney James,1956
Color,,Dylan Minnette,Holly Hunter,Saving Grace             ,Bokeem Woodbine,
Color,Lisa Cholodenko,Mia Wasikowska,Josh Hutcherson,The Kids Are All Right ,Yaya DaCosta,2010
Color,John Carpenter,Peter Jason,Meg Foster,They Live ,George 'Buck' Flower,1988
Color,John Sturges,Donald Pleasence,James Coburn,The Great Escape ,Gordon Jackson,1963
 Black and White,William Arntz,Elaine Hendrix,Marlee Matlin,What the #$*! Do We (K)now!? ,Armin Shimerman,2004
Color,Ed Gass-Donnelly,Spencer Treat Clark,Muse Watson,The Last Exorcism Part II ,Ashley Bell,2013
Color,Richard Linklater,Lorelei Linklater,Ellar Coltrane,Boyhood ,Libby Villari,2014
Color,Woody Allen,Kevin McNally,Scarlett Johansson,Scoop ,Geoff Bell,2006
Color,Tim Burton,Estella Warren,Cary-Hiroyuki Tagawa,Planet of the Apes ,Erick Avari,2001
Color,DJ Pooh,Dr. Dre,Angell Conwell,The Wash ,DJ Pooh,2001
Color,DJ Pooh,Mike Epps,Mo'Nique,3 Strikes,Faizon Love,2000
Color,Wayne Kramer,Paul Sorvino,Estella Warren,The Cooler ,Shawn Hatosy,2003
 Black and White,John Huston,Kevin McCarthy,Montgomery Clift,The Misfits ,Thelma Ritter,1961
Color,Patrick Stettner,Joe Morton,Robin Williams,The Night Listener ,Rory Culkin,2006
Color,James Melkonian,William Hickey,Vincent Pastore,The Jerky Boys ,Peter Appel,1995
Color,Wes Craven,Emily Meade,Frank Grillo,My Soul to Take ,Zena Grey,2010
Color,J.A. Bayona,Belén Rueda,Geraldine Chaplin,The Orphanage ,Fernando Cayo,2007
Color,Michael Tiddes,Essence Atkins,Ashley Rickards,A Haunted House 2,Gabriel Iglesias,2014
Color,Roger Avary,Faye Dunaway,Ian Somerhalder,The Rules of Attraction ,Clifton Collins Jr.,2002
Color,Alfred Hitchcock,John Vernon,Roscoe Lee Browne,Topaz ,Philippe Noiret,1969
Color,Bob Odenkirk,Chi McBride,Dylan Baker,Let's Go to Prison ,Amy Hill,2006
Color,Allison Anders,Alicia Witt,Salma Hayek,Four Rooms ,Lili Taylor,1995
Color,Steven Shainberg,Stephen McHattie,Jeremy Davies,Secretary ,Lesley Ann Warren,2002
Color,Rick de Oliveira,Alan Taylor,Laura Ramsey,The Real Cancun ,Benjamin Fletcher,2003
Color,Oliver Stone,Zach Grenier,Michael Wincott,Talk Radio ,Bill Johnson,1988
Color,Christopher Guest,Fred Willard,Catherine O'Hara,Waiting for Guffman ,Larry Miller,1996
Color,Jeff Franklin,Tyra Banks,Ivana Milicevic,Love Stinks ,Bridgette Wilson-Sampras,1999
Color,John Dahl,Aaron Hughes,Philip Baker Hall,You Kill Me ,Jayne Eastwood,2007
Color,Mike Mills,Lou Taylor Pucci,Kelli Garner,Thumbsucker ,Nancy O'Dell,2005
Color,Kevin Smith,Michael Angarano,Anna Gunn,Red State ,Stephen Root,2011
Color,Dave McKean,Gina McKee,Stephanie Leonidas,Mirrormask ,Rob Brydon,2005
Color,Ron Fricke,Balinese Tari Legong Dancers,Collin Alfredo St. Dic,Samsara ,Puti Sri Candra Dewi,2011
Color,Ruggero Deodato,Eva LaRue,Michael Berryman,The Barbarians ,Richard Lynch,1987
Color,Gavin Wiesen,Blair Underwood,Michael Angarano,The Art of Getting By ,Rita Wilson,2011
Color,Mora Stephens,Alexandra Breckenridge,Ray Winstone,Zipper ,Elena Satine,2015
Color,Mars Callahan,Ricky Schroder,Chazz Palminteri,Poolhall Junkies ,Ernie Reyes Jr.,2002
Color,Mike Figgis,Saffron Burrows,Kelly Macdonald,The Loss of Sexual Innocence ,Julian Sands,1999
Color,Leos Carax,Leos Carax,Kylie Minogue,Holy Motors ,Denis Lavant,2012
Color,David Gordon Green,Tye Sheridan,Nicolas Cage,Joe ,Ronnie Gene Blevins,2013
Color,Stefan Schwartz,Dan Futterman,Peter McNamara,Shooting Fish ,Ralph Ineson,1997
Color,Renny Harlin,Lane Smith,Viggo Mortensen,Prison ,Hal Landon Jr.,1987
Color,Robert Lee King,Kathleen Robertson,Lauren Ambrose,Psycho Beach Party ,Beth Broderick,2000
Color,Kevin Allen,Frances Fisher,Craig Ferguson,The Big Tease ,Mary McCormack,1999
Color,Jorge Ramírez Suárez,Adriana Barraza,Hector Kotsifakis,"Buen Día, Ramón ",Arcelia Ramírez,2013
Color,David Schwimmer,Jordan Trovillion,Noah Emmerich,Trust ,Zoe Levin,2010
Color,Barry Levinson,Brían F. O'Byrne,Anna Friel,An Everlasting Piece ,Pauline McLynn,2000
Color,Sam Miller,Alan Williams,Rachel Griffiths,Among Giants ,Rob Jarvis,1998
Color,Anne Fontaine,Naomi Watts,Robin Wright,Adore ,Ben Mendelsohn,2013
Color,Dan Ireland,Danny Arroyo,Salma Hayek,The Velocity of Gary ,Olivia d'Abo,1998
Color,Fernando León de Aranoa,Enrique Villén,Luis Tosar,Mondays in the Sun ,Aida Folch,2002
Color,Jim Mickle,Michael Cerveris,Connor Paolo,Stake Land ,Nick Damici,2010
Color,,Tiffany Thornton,Doug Brochu,Sonny with a Chance             ,Brandon Mychal Smith,
Color,Stephen Kay,Marg Helgenberger,Keanu Reeves,The Last Time I Committed Suicide ,Gretchen Mol,1997
Color,Karim Aïnouz,Clemens Schick,Wagner Moura,Futuro Beach ,Jesuíta Barbosa,2014
Color,Sam Levinson,Ezra Miller,George Kennedy,Another Happy Day ,Demi Moore,2011
Color,Julian Gilbey,Eamonn Walker,Ed Speleers,A Lonely Place to Die ,Sean Harris,2011
Color,Vincenzo Natali,Angelo Tsarouchas,David Hewlett,Nothing ,Marie-Josée Croze,2003
Color,Aleksandr Veledinskiy,Elena Lyadova,Konstantin Khabenskiy,The Geographer Drank His Globe Away ,Eugenia Khirivskaya,2013
Color,Peter H. Hunt,Ken Howard,Blythe Danner,1776,Howard Caine,1972
Color,Ruba Nadda,Bonnie Lee Bouman,Saad Siddiqui,Inescapable ,Fadia Nadda,2012
 Black and White,Howard Hughes,Marian Marsh,Jean Harlow,Hell's Angels ,James Hall,1930
Color,Edward Burns,Rosemarie DeWitt,Debra Messing,Purple Violets ,Peter Jacobson,2007
Color,Phil Joanou,Shannon Woodward,Lily Rabe,The Veil ,Kira McLean,2016
Color,Sean Byrne,Jessica McNamee,Robin McLeavy,The Loved Ones ,Victoria Thaine,2009
Color,Chris Stokes,Rachel Sterling,Kristen Quintrall,No Vacancy ,Black Thomas,2012
Color,Mark Griffiths,Gina Holden,Eric Mabius,How to Fall in Love ,Brooke D'Orsay,2012
Color,Bruce Macdonald,Cheryl Ladd,Rachel Hendrix,The Perfect Wave ,Diana Vickers,2014
Color,Timur Bekmambetov,Ayelet Zurer,Morgan Freeman,Ben-Hur ,Moises Arias,2016
Color,Fred Zinnemann,Susannah York,Robert Shaw,A Man for All Seasons ,Paul Scofield,1966
Color,Sidney Lumet,Faye Dunaway,Robert Duvall,Network ,William Holden,1976
Color,Victor Fleming,George Reeves,Hattie McDaniel,Gone with the Wind ,Thomas Mitchell,1939
Color,Richard Raymond,Reece Ritchie,Tom Cullen,Desert Dancer ,Marama Corlett,2014
Color,Sam Peckinpah,Slim Pickens,James Coburn,Major Dundee ,Warren Oates,1965
Color,Alan Jacobs,Laz Alonso,Snoop Dogg,Down for Life ,Nicholas Gonzalez,2009
Color,George Sidney,Howard Keel,Keenan Wynn,Annie Get Your Gun ,Betty Hutton,1950
Color,Christopher Morris,Riz Ahmed,Kayvan Novak,Four Lions ,Alex Macqueen,2010
Color,Andrucha Waddington,Seu Jorge,Fernanda Montenegro,House of Sand ,Fernanda Torres,2005
Color,Peter Stebbings,Tony Nappo,Michael Kelly,Defendor ,Charlotte Sullivan,2009
Color,Vincente Minnelli,Reginald Owen,Gladys Cooper,The Pirate ,Ellen Ross,1948
Color,Dagur Kári,Susan Blommaert,Alice Olivia Clarke,The Good Heart ,Stephen Henderson,2009
Color,Nicholas Hytner,Russell Tovey,Dominic Cooper,The History Boys ,James Corden,2006
Color,Jaume Collet-Serra,Frank Langella,Liam Neeson,Unknown ,Aidan Quinn,2011
Color,,Jamie Farr,David Ogden Stiers,M*A*S*H             ,Mike Farrell,
 Black and White,John Schlesinger,Barnard Hughes,Brenda Vaccaro,Midnight Cowboy ,John McGiver,1969
Color,Peter Cattaneo,Mark Addy,Tom Wilkinson,The Full Monty ,Lesley Sharp,1997
Color,Jim Abrahams,Lloyd Bridges,Peter Graves,Airplane! ,Barbara Billingsley,1980
Color,Kevin Carraway,Max Ryan,Michael Jai White,Chain of Command ,Jon Osbeck,2015
 Black and White,F. Gary Gray,John Witherspoon,Nia Long,Friday ,Tony Cox,1995
Color,Albert Hughes,Larenz Tate,Jada Pinkett Smith,Menace II Society ,Khandi Alexander,1993
Color,,Gabourey Sidibe,Ta'Rhonda Jones,Empire             ,Malik Yoba,
Color,Michael Gornick,Holt McCallany,George Kennedy,Creepshow 2,Dorothy Lamour,1987
Color,Sam Peckinpah,Jason Robards,Slim Pickens,The Ballad of Cable Hogue ,L.Q. Jones,1970
 Black and White,Richard Brooks,Robert Blake,John Forsythe,In Cold Blood ,Will Geer,1967
Color,Fred Zinnemann,Peter Finch,Colleen Dewhurst,The Nun's Story ,Beatrice Straight,1959
Color,Jack Smight,Robert Wagner,Janet Leigh,Harper ,Shelley Winters,1966
Color,Alfred Hitchcock,Jean Marsh,Bernard Cribbins,Frenzy ,Clive Swift,1972
Color,Robert Eggers,Kate Dickie,Julian Richings,The Witch ,Ralph Ineson,2015
Color,Michael Martin,Master P,Joe Estevez,I Got the Hook Up ,Anthony Johnson,1998
Color,Edward Burns,Frank Vincent,John Mahoney,She's the One ,Michael McGlone,1996
 Black and White,Bill Condon,Lynn Redgrave,Brendan Fraser,Gods and Monsters ,Kevin J. O'Connor,1998
Color,Juan José Campanella,Soledad Villamil,Ricardo Darín,The Secret in Their Eyes ,Guillermo Francella,2009
Color,George A. Romero,John Amplas,Greg Nicotero,Day of the Dead ,Joseph Pilato,1985
Color,Gideon Raff,Gloria Votsis,Gideon Emery,Train ,Derek Magyar,2008
Color,Sam Raimi,Dan Hicks,Ted Raimi,Evil Dead II ,Kassie Wesley DePaiva,1987
Color,Louis C.K.,J.B. Smoove,Wanda Sykes,Pootie Tang ,Robert Vaughn,2001
Color,Anthony C. Ferrante,John Heard,Ian Ziering,Sharknado ,Cassandra Scerbo,2013
Color,Salvador Carrasco,Zaide Silvia Gutiérrez,Elpidia Carrillo,La otra conquista ,Damián Delgado,1998
Color,André Øvredal,Johanna Mørck,Otto Jespersen,Trollhunter ,Glenn Erland Tosterud,2010
Color,Robert Cary,Fred Willard,Frances Conroy,Ira & Abby ,Kevin Sussman,2006
Color,Akiva Schaffer,Nicholas Braun,Will Forte,The Watch ,Rosemarie DeWitt,2012
Color,Adam Rapp,Will Ferrell,Zooey Deschanel,Winter Passing ,Dallas Roberts,2005
Color,Angela Robinson,Geoff Stults,Jordana Brewster,D.E.B.S. ,Scoot McNairy,2004
Color,Warren P. Sonoda,Mykel Shannon Jenkins,Diahann Carroll,The Masked Saint ,Lara Jean Chorostecki,2016
Color,Amanda Gusack,Christian Campbell,Alice Krige,The Betrayed ,Blaine Anderson,2008
Color,Avi Nesher,Elizabeth Berkley,Fisher Stevens,Taxman ,Robert Townsend,1998
Color,,Ash Cook,James Nesbitt,The Secret             ,Genevieve O'Reilly,
Color,Charles Adelman,Kevin Pollak,Teri Polo,2:13,Jere Burns,2009
Color,Jay Oliva,Mark Valley,Michael Emerson,"Batman: The Dark Knight Returns, Part 2",Grey Griffin,2013
Color,Charles Ferguson,Jerry Brown,Jane Goodall,Time to Choose ,Peter Agnefjall,2015
Color,Uwe Boll,Shelly Varod,Bashar Rahal,In the Name of the King: The Last Job ,Ralitsa Paskaleva,2014
Color,Mark Young,Jake Busey,Alexa PenaVega,Wicked Blood ,Lew Temple,2014
Color,Daniel Petrie Jr.,Jeff Fahey,Chris Brochu,Dawn Patrol ,Rita Wilson,2014
Color,Antonio Simoncini,Joe Egan,Ray Winstone,Lords of London ,Glen Murphy,2014
Color,Mel Brooks,Harvey Korman,Madeline Kahn,High Anxiety ,Dick Van Patten,1977
Color,Luc Jacquet,Sofie Gråbøl,Morgan Freeman,March of the Penguins ,Romane Bohringer,2005
Color,J.C. Chandor,Demi Moore,Kevin Spacey,Margin Call ,Ashley Williams,2011
Color,Eldar Rapaport,Adrian Gonzalez,Murray Bartlett,August ,Edward Conna,2011
Color,Clark Gregg,Matt Gerald,Anjelica Huston,Choke ,Jonah Bobo,2008
Color,Damien Chazelle,Melissa Benoist,J.K. Simmons,Whiplash ,Chris Mulkey,2014
Color,Fernando Meirelles,Seu Jorge,Alice Braga,City of God ,Alexandre Rodrigues,2002
Color,Justin Kerrigan,John Simm,Danny Dyer,Human Traffic ,Shaun Parkes,1999
Color,Nathan Frankowski,Rus Blackwell,Corbin Bleu,Day One ,Luis Antonio,2012
Color,Karen Moncrieff,Bruce Davison,James Franco,The Dead Girl ,Piper Laurie,2006
Color,Thomas Vinterberg,Alexandra Rapaport,Thomas Bo Larsen,The Hunt ,Hana Shuan,2012
Color,Bob Clark,Darren McGavin,Zack Ward,A Christmas Story ,Scott Schwartz,1983
